rotational_speed_rpm,torque_nm,tool_wear_rate,temp_diff_k,energy_intensity,sustainability_score
0.22293364377182778,0.5357142857142856,0.0,0.6444444444444437,0.572356104789362,0.5777242247509221
0.13969732246798605,0.5837912087912087,0.011857707509881422,0.6444444444444437,0.5602235105995881,0.5790199501738672
0.19208381839348088,0.6263736263736263,0.019762845849802372,0.6222222222222167,0.6427018165691883,0.5503237529507189
0.15424912689173464,0.49038461538461536,0.02766798418972332,0.6222222222222296,0.4673672346193437,0.6180860442286766
0.13969732246798605,0.4972527472527473,0.03557312252964427,0.6444444444444437,0.4699677545605311,0.6080076280835612
0.1495925494761351,0.5233516483516483,0.043478260869565216,0.6444444444444437,0.504435351690571,0.5918490477295689
0.2270081490104774,0.5302197802197801,0.05533596837944664,0.6444444444444437,0.5690634953631537,0.5624404780075714
0.20896391152502913,0.5,0.06324110671936758,0.6444444444444437,0.5215078775132999,0.5790911836455367
0.29045401629802103,0.34065934065934067,0.07114624505928854,0.6222222222222167,0.3773976171733059,0.641030412946226
0.33352735739231665,0.3324175824175824,0.08300395256916997,0.6444444444444437,0.39292313597199613,0.6245962265071174
0.35739231664726423,0.2760989010989011,0.09486166007905138,0.6444444444444437,0.3302638424970997,0.6461026316441116
0.1484284051222352,0.5563186813186812,0.11462450592885376,0.6444444444444437,0.5383321348873281,0.5569464609330795
0.09953434225844005,0.6497252747252747,0.13438735177865613,0.6444444444444437,0.5931139925841945,0.5291048640993923
0.3341094295692667,0.3598901098901099,0.14624505928853754,0.6666666666666583,0.433721723900132,0.5826377926533884
0.5046565774155997,0.2170329670329671,0.15810276679841898,0.6666666666666583,0.306617968581112,0.629921982528032
0.2176949941792783,0.6126373626373626,0.16600790513833993,0.6666666666666583,0.6635315587959917,0.4847850049401039
0.08323632130384173,0.5879120879120879,0.17391304347826086,0.6666666666666583,0.5244487829942627,0.5380465737588191
0.14086146682188594,0.5741758241758241,0.1857707509881423,0.6444444444444437,0.5511230474636154,0.530486222384778
0.08032596041909201,0.6964285714285714,0.1976284584980237,0.6222222222222167,0.6142394378442558,0.5083490206462256
0.270081490104773,0.3942307692307692,0.21739130434782608,0.6222222222222296,0.43145416664034153,0.5755342753728467
0.12048894062863802,0.5343406593406593,0.22924901185770752,0.6222222222222296,0.4886218046678118,0.5491099079088941
0.1641443538998837,0.5631868131868131,0.2490118577075099,0.6444444444444437,0.5578792052479242,0.5088114272552442
0.24039580908032598,0.3695054945054945,0.25691699604743085,0.6222222222222296,0.38606976393798687,0.5818303289439071
0.3434225844004658,0.3008241758241758,0.26877470355731226,0.6222222222222167,0.35224687985089886,0.5918021703257818
0.22875436554132722,0.46016483516483514,0.2766798418972332,0.6222222222222167,0.48371178734793474,0.5368446658249911
0.4033760186263097,0.2678571428571429,0.2885375494071146,0.6444444444444437,0.3381138059467901,0.5848598794658164
0.20023282887077998,0.4835164835164835,0.2964426877470356,0.6222222222222167,0.4911967419117077,0.5279218302445412
0.3742724097788127,0.28571428571428575,0.30434782608695654,0.5999999999999897,0.3415805812132968,0.5920634196885974
0.1577415599534343,0.554945054945055,0.3241106719367589,0.5999999999999897,0.5317530113063462,0.5100655938964369
0.30558789289871946,0.3612637362637363,0.33201581027667987,0.6222222222222167,0.4104848049049916,0.5495346682883343
0.09953434225844005,0.6098901098901098,0.33992094861660077,0.6222222222222167,0.5473495220900165,0.49241723991234815
0.36670547147846333,0.2980769230769231,0.35177865612648224,0.6222222222222167,0.35898303661732656,0.5642065218484597
0.14610011641443543,0.6112637362637362,0.35968379446640314,0.6222222222222167,0.5876404872852605,0.47037200007930985
0.28928987194412115,0.3942307692307692,0.3675889328063241,0.6222222222222296,0.442262856245359,0.5261515109932904
0.22759022118742733,0.4244505494505495,0.37549407114624506,0.6000000000000025,0.43686741693482245,0.5326048118821968
0.16530849825378346,0.6153846153846153,0.38735177865612647,0.6222222222222167,0.6080938537686011,0.4538902582290566
0.24039580908032598,0.4519230769230769,0.39920948616600793,0.6000000000000025,0.4760473372152615,0.5098182192640922
0.1577415599534343,0.48626373626373637,0.41106719367588934,0.6000000000000025,0.459938794559583,0.5127043240733993
0.1228172293364378,0.6442307692307693,0.4189723320158103,0.6000000000000025,0.5947489013685066,0.4564087398478535
0.10593713620488943,0.6689560439560439,0.43873517786561267,0.6000000000000025,0.604327790015049,0.4466483306342959
0.11292200232828875,0.5714285714285714,0.44664031620553357,0.6000000000000025,0.514096395680911,0.48036934686597477
0.11641443538998841,0.6456043956043955,0.45454545454545453,0.6000000000000025,0.5905478445472815,0.44741722581745025
0.11641443538998841,0.6222527472527473,0.4624505928853755,0.6000000000000025,0.5673357330161793,0.4543305289279148
0.11874272409778819,0.6140109890109889,0.4743083003952569,0.6222222222222167,0.5675277582925022,0.444029739897757
0.17694994179278234,0.6002747252747253,0.49407114624505927,0.6000000000000025,0.5947958126706205,0.4338603310582332
0.18684516880093138,0.6222527472527473,0.5059288537549407,0.6000000000000025,0.6266346132266334,0.4175674985828637
0.3928987194412107,0.30219780219780223,0.5138339920948617,0.6000000000000025,0.3715119881876153,0.5172450070964946
0.1455180442374855,0.5837912087912087,0.525691699604743,0.6000000000000025,0.5522103314792716,0.4414083575268677
0.1495925494761351,0.6881868131868131,0.5335968379446641,0.6222222222222167,0.6709837985165642,0.3848607625433101
0.14202561117578583,0.5535714285714285,0.5533596837944664,0.6000000000000025,0.5184321977316124,0.4466192157690143
0.9854481955762514,0.010989010989010992,0.5652173913043478,0.5777777777777879,0.026997653020094214,0.6463023880673217
0.12514551804423757,0.7019230769230769,0.5731225296442688,0.5777777777777879,0.6473918420732045,0.39577317094410114
0.19150174621653093,0.5494505494505494,0.5810276679841897,0.5777777777777755,0.5450100619461733,0.43435434149294117
0.23108265424912688,0.42994505494505497,0.6007905138339921,0.6000000000000025,0.4451936740036414,0.46168537624834505
0.3044237485448196,0.3612637362637363,0.6086956521739131,0.6000000000000025,0.40494577301550216,0.47541299514162444
0.20023282887077998,0.5068681318681318,0.616600790513834,0.6000000000000025,0.5111379893093001,0.430564567122129
0.17986030267753206,0.5302197802197801,0.6245059288537549,0.6000000000000025,0.5219814868872968,0.42385562658895404
0.20081490104772992,0.5013736263736263,0.6324110671936759,0.6000000000000025,0.5055036424915724,0.4280752228452675
0.28696158323632137,0.35302197802197804,0.6403162055335968,0.5777777777777755,0.3812373668473886,0.4820768582676328
0.12223515715948785,0.695054945054945,0.6521739130434783,0.6000000000000025,0.6451326379516898,0.3662947709062798
0.130966239813737,0.6703296703296703,0.6600790513833992,0.6000000000000025,0.6282505578675369,0.3706760614379647
0.24679860302677536,0.47252747252747257,0.6679841897233202,0.5777777777777755,0.4980184844290697,0.42706401597804344
0.3847497089639115,0.2623626373626374,0.6798418972332015,0.5777777777777755,0.310907159732585,0.49835123360367284
0.37485448195576254,0.30357142857142855,0.6877470355731226,0.5555555555555609,0.35624208317268236,0.484512389392322
0.20663562281722936,0.47802197802197804,0.6996047430830039,0.5555555555555609,0.47229033400033094,0.43453577680829825
0.13154831199068684,0.5673076923076923,0.7075098814229249,0.5555555555555609,0.5122382584819141,0.4161850655136886
0.29743888242142025,0.34203296703296704,0.7154150197628458,0.5333333333333339,0.36387030084127814,0.4798273737346348
0.17345750873108268,0.5535714285714285,0.7272727272727273,0.5555555555555485,0.5296714325035186,0.40328294215010985
0.20896391152502913,0.39285714285714285,0.7470355731225297,0.5555555555555485,0.38114102473509326,0.45676625150253924
0.14086146682188594,0.8502747252747253,0.7549407114624506,0.5555555555555609,0.8035832792575834,0.28541780819156315
0.440046565774156,0.25824175824175827,0.7628458498023716,0.5555555555555609,0.3224914895862724,0.4754829825581113
0.16530849825378346,0.5728021978021978,0.7747035573122529,0.5777777777777879,0.5499264749403732,0.3742850094968385
0.11699650756693836,0.5576923076923076,0.782608695652174,0.5777777777777879,0.4977140503313223,0.39279843783848245
0.24679860302677536,0.4285714285714286,0.7905138339920948,0.5555555555555609,0.44226479432848653,0.41927326540430865
0.25203725261932486,0.3914835164835165,0.7984189723320159,0.5555555555555609,0.40304015277986815,0.4325915805217797
0.1228172293364378,0.5892857142857143,0.8063241106719368,0.5555555555555485,0.5272118790386466,0.3805513485162958
0.17054714784633296,0.6057692307692307,0.8142292490118577,0.5555555555555485,0.5818505705348451,0.3563243304158401
0.1670547147846333,0.5151098901098901,0.8221343873517787,0.5555555555555485,0.485050062819085,0.3926729920001678
0.13387660069848661,0.6552197802197802,0.0,0.5555555555555485,0.6015729986568654,0.5927041338705893
0.1362048894062864,0.46840659340659335,0.007905138339920948,0.5555555555555485,0.4169724025102487,0.6641728308272596
0.16123399301513397,0.6332417582417582,0.015810276679841896,0.5333333333333339,0.5956476002053885,0.5969978769138918
0.1641443538998837,0.6002747252747253,0.03557312252964427,0.5333333333333339,0.5643427124799009,0.6035909782491462
0.1658905704307334,0.5082417582417581,0.043478260869565216,0.5333333333333339,0.4713864314102483,0.6384019491750309
0.1752037252619325,0.4986263736263737,0.05138339920948617,0.5333333333333339,0.4677476803373739,0.6374859081022044
0.14784633294528526,0.6016483516483516,0.05928853754940711,0.5333333333333339,0.5528324367825369,0.6010804640221629
0.370197904540163,0.315934065934066,0.06719367588932806,0.5333333333333339,0.36541979830213733,0.6736739779123465
0.15599534342258448,0.5508241758241758,0.07905138339920949,0.5333333333333339,0.5078030133859123,0.6131633796258721
0.21885913853317818,0.38461538461538464,0.09881422924901186,0.5333333333333339,0.3727069908635262,0.6612729348798857
0.14610011641443543,0.5686813186813187,0.1067193675889328,0.5333333333333339,0.5184469659250472,0.600605403353301
0.1856810244470315,0.49038461538461536,0.11857707509881422,0.5333333333333339,0.46609643351229324,0.6179883040654383
0.340512223515716,0.30219780219780223,0.13043478260869565,0.5333333333333339,0.3351876395880137,0.6667945093821857
0.38533178114086153,0.2898351648351648,0.1383399209486166,0.5333333333333339,0.3384785047394069,0.6631066218196521
0.32537834691501744,0.3200549450549451,0.14624505928853754,0.5333333333333339,0.35044326093029365,0.655949177841321
0.1641443538998837,0.5384615384615384,0.15810276679841898,0.5111111111111069,0.4950707762763247,0.6012075261166123
0.26426076833527357,0.385989010989011,0.16600790513833993,0.5111111111111069,0.39330088775447913,0.6395439400233743
0.10651920838183937,0.6648351648351648,0.17391304347826086,0.5333333333333339,0.5803047651223473,0.5557041809075827
0.23690337601862632,0.43269230769230765,0.1857707509881423,0.5333333333333339,0.4356782188178787,0.6099974871764057
0.33876600698486625,0.3585164835164835,0.1976284584980237,0.5333333333333339,0.40396633363550516,0.6191249289963906
0.21012805587892902,0.396978021978022,0.20948616600790515,0.5111111111111197,0.3765746004825755,0.6331909766712623
0.20663562281722936,0.5576923076923076,0.21739130434782608,0.5333333333333339,0.5521928693502873,0.553905460955537
0.3981373690337603,0.29120879120879123,0.22529644268774704,0.5555555555555485,0.3500682418450185,0.6257171037890039
0.47904540162980214,0.23214285714285715,0.233201581027668,0.5333333333333339,0.2962932183331647,0.6515222383584335
0.22526193247962756,0.5054945054945055,0.24110671936758893,0.5333333333333339,0.5087003458741897,0.5641878458400473
0.1589057043073342,0.5041208791208791,0.2490118577075099,0.5333333333333339,0.4624528372315988,0.5803153077951073
0.1641443538998837,0.5439560439560439,0.2608695652173913,0.5111111111111069,0.5006350129368958,0.5681517919266922
0.24621653084982542,0.37500000000000006,0.26877470355731226,0.5111111111111069,0.371603242831697,0.6173929584667954
0.16123399301513397,0.6140109890109889,0.2766798418972332,0.5111111111111069,0.5692526038243696,0.5359616725677502
0.19150174621653093,0.5906593406593406,0.2845849802371542,0.5333333333333339,0.5758219788472162,0.524295714389967
0.26367869615832373,0.396978021978022,0.2964426877470356,0.5111111111111197,0.405435720430269,0.5955595721704458
0.2351571594877765,0.41620879120879123,0.31620553359683795,0.4888888888888927,0.4059828703685574,0.5960785251068579
0.40977881257275917,0.2568681318681319,0.3241106719367589,0.4888888888888927,0.29691243589257044,0.6373351573952764
0.19266589057043082,0.5453296703296703,0.33201581027667987,0.5111111111111197,0.522474641829641,0.5380720668518038
0.19208381839348088,0.49038461538461536,0.35177865612648224,0.5111111111111069,0.4645730032695048,0.5553038685209214
0.18509895227008155,0.5233516483516483,0.36363636363636365,0.4888888888888927,0.4882063959301488,0.5489598658703636
0.2980209545983702,0.3516483516483516,0.37549407114624506,0.4888888888888927,0.3659717643770005,0.5942964062386584
0.15308498253783476,0.5755494505494505,0.383399209486166,0.4888888888888927,0.5179621156689089,0.5311287242199189
0.23050058207217705,0.41620879120879123,0.391304347826087,0.4888888888888927,0.40339219588965847,0.5745851506296428
0.25087310826542497,0.4010989010989011,0.39920948616600793,0.4888888888888927,0.3980228141067794,0.5743613618408181
0.31373690337601867,0.3337912087912088,0.40711462450592883,0.4888888888888927,0.3524362499533402,0.5902244460002175
0.17403958090803262,0.5068681318681318,0.4189723320158103,0.4888888888888927,0.4639283192977992,0.5420703060094695
0.15424912689173464,0.5618131868131868,0.4268774703557312,0.4888888888888927,0.5052214672785472,0.5231815053151939
0.2270081490104774,0.5137362637362637,0.43478260869565216,0.4888888888888927,0.5064987609640746,0.5202990463390067
0.08265424912689179,0.6442307692307693,0.4426877470355731,0.4888888888888927,0.527651504124996,0.5094664075726619
0.22002328288707806,0.5439560439560439,0.4505928853754941,0.4888888888888927,0.5341034991431919,0.5045140680634072
0.32537834691501744,0.3516483516483516,0.45849802371541504,0.4888888888888927,0.37909417638192144,0.5641462556659391
0.22817229336437728,0.39010989010989017,0.466403162055336,0.4666666666666781,0.36908122494761186,0.572446561404351
0.09371362048894072,0.7788461538461537,0.4743083003952569,0.4444444444444515,0.6449022386294309,0.4664132810963151
0.14260768335273577,0.5865384615384615,0.48221343873517786,0.4666666666666781,0.514518132259988,0.509528715475448
0.24388824214202565,0.47802197802197804,0.4901185770750988,0.4444444444444515,0.4667880578573631,0.5329158704011896
0.22759022118742733,0.4189560439560439,0.4980237154150198,0.4444444444444515,0.3943704189286842,0.5595113844706849
0.17753201396973228,0.5123626373626373,0.5059288537549407,0.44444444444443865,0.46010957844482214,0.5308441791622573
0.3311990686845169,0.3282967032967033,0.5138339920948617,0.44444444444443865,0.3445185795695701,0.5747090372103818
0.1589057043073342,0.5412087912087912,0.5217391304347826,0.4666666666666657,0.482058137299776,0.5106550059496551
0.1525029103608848,0.6291208791208791,0.5335968379446641,0.4666666666666657,0.5636174817733917,0.4744739559072444
0.11699650756693836,0.6758241758241758,0.5454545454545454,0.44444444444443865,0.5718985233628321,0.47427089368517195
0.31606519208381845,0.3392857142857143,0.5533596837944664,0.4666666666666657,0.3552777608410831,0.5518809905252271
0.14668218859138538,0.5755494505494505,0.5652173913043478,0.4888888888888927,0.5131881711654542,0.4784928474758462
0.07508731082654252,0.7074175824175823,0.5849802371541502,0.5111111111111197,0.5850013122760865,0.4371720706099844
0.16356228172293374,0.6263736263736263,0.5928853754940712,0.4888888888888927,0.5766881857204583,0.4447924463969275
0.05820721769499426,0.7142857142857142,0.6126482213438735,0.4888888888888927,0.5688420887466085,0.4420020314315267
0.19965075669383003,0.4436813186813187,0.6205533596837944,0.4888888888888927,0.4149277248101807,0.5011962355041216
0.21885913853317818,0.4313186813186814,0.6284584980237155,0.4888888888888927,0.4130445475771688,0.49957796489535
0.35506402793946445,0.33516483516483514,0.6363636363636364,0.48888888888888027,0.37307142801491855,0.5131956712182776
0.1391152502910361,0.6414835164835164,0.6482213438735178,0.48888888888888027,0.5716825239982126,0.43019392057199557
0.12980209545983712,0.5302197802197801,0.6679841897233202,0.48888888888888027,0.45701004085982744,0.4701340600724089
0.20081490104772992,0.4093406593406594,0.6798418972332015,0.5111111111111069,0.3846187598616916,0.4888665935520309
0.25844004656577424,0.4436813186813187,0.6877470355731226,0.5111111111111069,0.45519246774070066,0.45826556889845094
0.2019790454016298,0.4986263736263737,0.7075098814229249,0.5333333333333339,0.4856226210271849,0.4334979871622484
0.1228172293364378,0.6071428571428571,0.7154150197628458,0.5333333333333339,0.5383433273173924,0.41003816314418906
0.17753201396973228,0.49587912087912084,0.7272727272727273,0.5111111111111197,0.4607519076455331,0.4441840854266327
0.14784633294528526,0.5343406593406593,0.7351778656126482,0.5111111111111197,0.47942759645093624,0.4343422684024951
0.17171129220023285,0.46428571428571436,0.7430830039525692,0.4888888888888927,0.41931230841321443,0.4626835087822757
0.24214202561117582,0.510989010989011,0.7549407114624506,0.4888888888888927,0.5136630015318213,0.4213859192818685
0.3969732246798604,0.3186813186813187,0.766798418972332,0.4888888888888927,0.3712708712656573,0.4747854591353696
0.20954598370197908,0.4450549450549451,0.7747035573122529,0.4888888888888927,0.4222068743265882,0.45203951640902107
0.47671711292200236,0.21978021978021983,0.782608695652174,0.4888888888888927,0.2705365587016111,0.5103361011570356
0.19033760186263105,0.5796703296703296,0.8023715415019763,0.4666666666666781,0.5433329223305061,0.40195536861720127
0.180442374854482,0.5453296703296703,0.8142292490118577,0.4888888888888927,0.5074807101617218,0.4060722745650862
0.19266589057043082,0.4972527472527473,0.83399209486166,0.4888888888888927,0.46633191061234947,0.41660294062989434
